 -0.504886E-02  0.108491E+01
 -0.506006E-02  0.109457E+01
 -0.102838E-01  0.271293E+01
 -0.157165E-01  0.317535E+01
 -0.168437E-01  0.325865E+01
 -0.274711E-01  0.362963E+01
 -0.203628E-01  0.415589E+01
 -0.224671E-01  0.458358E+01
 -0.439823E+01  0.427765E+01
 -0.439823E+01  0.448709E+01
 -0.439823E+01  0.469653E+01
 -0.182015E+00  0.720354E+01
 -0.124713E+00  0.766401E+01
 -0.158279E+00  0.812760E+01
 -0.130870E+00  0.928199E+01
 -0.169212E+00  0.954904E+01
 -0.238726E+00  0.119915E+02
 -0.193150E+00  0.131238E+02
 -0.198538E+00  0.135525E+02
 -0.253924E+00  0.146223E+02
 -0.831481E+00  0.166862E+02
 -0.496869E+00  0.182035E+02
 -0.106098E+01  0.195469E+02
 -0.122176E+01  0.196774E+02
 -0.676079E+00  0.214892E+02
 -0.121734E+01  0.253838E+02
 -0.275466E+01  0.266710E+02
 -0.395681E+00  0.269951E+02
 -0.276815E+00  0.270968E+02
 -0.934110E+00  0.271828E+02
 -0.111064E+01  0.274909E+02
 -0.368450E+00  0.277290E+02
 -0.148489E+01  0.297182E+02
 -0.127582E+01  0.298065E+02
 -0.146929E+01  0.323637E+02
 -0.381080E+01  0.363468E+02
 -0.540691E+01  0.382248E+02
 -0.298850E+01  0.422772E+02
 -0.373210E+01  0.425135E+02
 -0.347261E+01  0.428674E+02
 -0.249976E+01  0.445135E+02
 -0.251502E+01  0.466145E+02
 -0.257125E+01  0.471208E+02
 -0.106963E+01  0.498466E+02
 -0.119765E+01  0.498520E+02
 -0.105488E+01  0.502912E+02
 -0.617890E+01  0.559843E+02
 -0.405806E+01  0.569182E+02
 -0.106509E+02  0.571168E+02
 -0.614374E+01  0.578278E+02
 -0.102291E+01  0.601105E+02
 -0.394854E+01  0.603822E+02
 -0.120093E+02  0.607965E+02
 -0.519607E+01  0.673192E+02
 -0.516057E+01  0.669092E+02
 -0.481395E+01  0.687070E+02
 -0.601487E+01  0.696700E+02
 -0.545477E+01  0.710728E+02
