# Modal MAGNITUDE | PHASE of the following DOFs
# Last node of: tower, shaft, blade1
# Mode number:             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             1             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             2             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             3             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             4             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             5             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             6             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             7             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             8             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9             9            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            10            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            11            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            12            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            13            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            14            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            15            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            16            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            17            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            18            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            19            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20            20
# Column num.:             2             3             4             5             6             7             8             9            10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34            35            36            37            38            39            40            41            42            43            44            45            46            47            48            49            50            51            52            53            54            55            56            57            58            59            60            61            62            63            64            65            66            67            68            69            70            71            72            73            74            75            76            77            78            79            80            81            82            83            84            85            86            87            88            89            90            91            92            93            94            95            96            97            98            99           100           101           102           103           104           105           106           107           108           109           110           111           112           113           114           115           116           117           118           119           120           121           122           123           124           125           126           127           128           129           130           131           132           133           134           135           136           137           138           139           140           141           142           143           144           145           146           147           148           149           150           151           152           153           154           155           156           157           158           159           160           161           162           163           164           165           166           167           168           169           170           171           172           173           174           175           176           177           178           179           180           181           182           183           184           185           186           187           188           189           190           191           192           193           194           195           196           197           198           199           200           201           202           203           204           205           206           207           208           209           210           211           212           213           214           215           216           217           218           219           220           221           222           223           224           225           226           227           228           229           230           231           232           233           234           235           236           237           238           239           240           241           242           243           244           245           246           247           248           249           250           251           252           253           254           255           256           257           258           259           260           261           262           263           264           265           266           267           268           269           270           271           272           273           274           275           276           277           278           279           280           281           282           283           284           285           286           287           288           289           290           291           292           293           294           295           296           297           298           299           300           301           302           303           304           305           306           307           308           309           310           311           312           313           314           315           316           317           318           319           320           321           322           323           324           325           326           327           328           329           330           331           332           333           334           335           336           337           338           339           340           341           342           343           344           345           346           347           348           349           350           351           352           353           354           355           356           357           358           359           360           361           362           363           364           365           366           367           368           369           370           371           372           373           374           375           376           377           378           379           380           381           382           383           384           385           386           387           388           389           390           391           392           393           394           395           396           397           398           399           400           401           402           403           404           405           406           407           408           409           410           411           412           413           414           415           416           417           418           419           420           421           422           423           424           425           426           427           428           429           430           431           432           433           434           435           436           437           438           439           440           441           442           443           444           445           446           447           448           449           450           451           452           453           454           455           456           457           458           459           460           461           462           463           464           465           466           467           468           469           470           471           472           473           474           475           476           477           478           479           480           481           482           483           484           485           486           487           488           489           490           491           492           493           494           495           496           497           498           499           500           501           502           503           504           505           506           507           508           509           510           511           512           513           514           515           516           517           518           519           520           521           522           523           524           525           526           527           528           529           530           531           532           533           534           535           536           537           538           539           540           541           542           543           544           545           546           547           548           549           550           551           552           553           554           555           556           557           558           559           560           561           562           563           564           565           566           567           568           569           570           571           572           573           574           575           576           577           578           579           580           581           582           583           584           585           586           587           588           589           590           591           592           593           594           595           596           597           598           599           600           601
# Rotor speed      TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]     TWR x [m]   phase [deg]     TWR y [m]   phase [deg] TWR yaw [rad]   phase [deg]     SFT x [m]   phase [deg]     SFT y [m]   phase [deg] SFT tor [rad]   phase [deg]  Sym edge [m]   phase [deg]   BW edge [m]   phase [deg]   FW edge [m]   phase [deg]  Sym flap [m]   phase [deg]   BW flap [m]   phase [deg]   FW flap [m]   phase [deg]Sym tors [rad]   phase [deg] BW tors [rad]   phase [deg] FW tors [rad]   phase [deg]
  0.000000E+00  0.100000E+01  0.897280E+02  0.298776E-01 -0.895860E+02  0.182188E-02 -0.895492E+02  0.858239E-05  0.903979E+02  0.475303E-07  0.910491E+02  0.159307E-03  0.903302E+02  0.237362E+00 -0.897626E+02  0.274802E+00 -0.109085E+01  0.274852E+00  0.178273E+03  0.439642E-01 -0.895640E+02  0.162576E+00 -0.717422E+02  0.162549E+00  0.107385E+03  0.231838E-02 -0.897003E+02  0.266582E-02  0.320712E+02  0.267390E-02 -0.148838E+03  0.305643E-01 -0.895979E+02  0.100000E+01 -0.902647E+02  0.591905E-04  0.911079E+02  0.261273E-06 -0.889190E+02  0.166527E-05  0.903648E+02  0.347397E-05 -0.888566E+02  0.173866E-01 -0.902090E+02  0.688511E-01  0.791819E+02  0.692147E-01 -0.101307E+03  0.531185E+00 -0.897169E+02  0.505540E+00  0.142401E+01  0.505684E+00 -0.178998E+03  0.476336E-02  0.904483E+02  0.457877E-02  0.171877E+03  0.458015E-02 -0.887913E+01  0.488229E-02 -0.900305E+02  0.208742E-03 -0.905121E+02  0.129573E-02 -0.896859E+02  0.206591E-06  0.902585E+02  0.122950E-06 -0.901749E+02  0.242719E-04 -0.895366E+02  0.398054E-01  0.901910E+02  0.768107E-01 -0.780326E+02  0.772634E-01  0.102983E+03  0.176631E-01  0.894619E+02  0.100000E+01 -0.898970E+02  0.999920E+00  0.904895E+02  0.324085E-03  0.907677E+02  0.834937E-02  0.889199E+02  0.834600E-02 -0.915481E+02  0.108400E-02 -0.909680E+02  0.764789E-02 -0.911233E+02  0.333509E-05 -0.919100E+02  0.136796E-06  0.901349E+02  0.231198E-06  0.894773E+02  0.105452E-04 -0.897307E+02  0.233881E-01  0.900154E+02  0.879034E-01  0.733382E+01  0.875789E-01 -0.171784E+03  0.158377E+00  0.904950E+02  0.999815E+00  0.627362E+00  0.100000E+01 -0.178754E+03  0.117750E-02 -0.889534E+02  0.817672E-02 -0.179897E+03  0.818396E-02 -0.153882E+00  0.459763E-02  0.872679E+02  0.570633E-02  0.894094E+02  0.356529E-04  0.880249E+02  0.121729E-06 -0.912893E+02  0.900382E-07 -0.896115E+02  0.833343E-04  0.889825E+02  0.176771E+00 -0.911751E+02  0.227750E-01 -0.404271E+02  0.233854E-01  0.138216E+03  0.100000E+01 -0.902659E+02  0.300755E+00 -0.138129E+02  0.305127E+00  0.165087E+03  0.703652E-02  0.904901E+02  0.252426E-02  0.169432E+03  0.255831E-02 -0.125031E+02  0.424885E-01  0.882619E+02  0.360134E-02 -0.925022E+02  0.516838E-03  0.897281E+02  0.111543E-05 -0.895552E+02  0.262184E-07 -0.813453E+02  0.589133E-03  0.898854E+02  0.100000E+01 -0.903082E+02  0.118326E+00 -0.158645E+03  0.118362E+00  0.197504E+02  0.602004E+00  0.878392E+02  0.342203E+00 -0.918914E+02  0.345976E+00  0.882311E+02  0.184352E-01 -0.904450E+02  0.290269E-02  0.116686E+03  0.297532E-02 -0.645622E+02  0.225026E-03 -0.922620E+02  0.326783E-02  0.872336E+02  0.213787E-03  0.898874E+02  0.111604E-06 -0.856667E+02  0.285322E-05 -0.899159E+02  0.559310E-05 -0.860821E+02  0.108734E-01  0.934280E+02  0.100000E+01 -0.925436E+02  0.991339E+00  0.879498E+02  0.874157E-02  0.899675E+02  0.103986E+00  0.457495E+02  0.104399E+00 -0.130501E+03  0.682987E-04  0.976770E+02  0.143140E-01 -0.947292E+02  0.142286E-01  0.850547E+02  0.135399E-02 -0.903574E+02  0.274953E-02  0.876986E+02  0.168674E-03 -0.907233E+02  0.212165E-05  0.900541E+02  0.169966E-06 -0.862673E+02  0.130565E-04  0.940905E+02  0.246583E-01 -0.862846E+02  0.100000E+01 -0.262900E+01  0.990836E+00  0.177896E+03  0.778973E-02  0.930346E+02  0.158292E+00  0.145859E+03  0.158286E+00 -0.339175E+02  0.407874E-03 -0.859480E+02  0.149627E-01 -0.512931E+01  0.148301E-01  0.174466E+03  0.563030E-02 -0.178597E+03  0.143619E-01  0.537074E+02  0.824189E-03  0.115259E+03  0.256574E-05  0.113741E+03  0.159111E-05  0.480193E+01  0.339362E-04 -0.172336E+03  0.127047E+00 -0.115030E+03  0.100000E+01 -0.853100E+02  0.391628E+00 -0.109282E+03  0.446208E-01  0.170836E+03  0.305103E+00 -0.150859E+03  0.172914E+00  0.126543E+02  0.777036E-02 -0.133684E+03  0.525899E-01 -0.121409E+03  0.211805E-01 -0.785963E+02  0.136910E-01 -0.274697E+02  0.188682E-01 -0.145557E+03  0.138459E-02  0.205865E+01  0.323512E-05 -0.594551E+02  0.205147E-05 -0.306745E+02  0.825820E-04 -0.107393E+03  0.366259E+00 -0.665074E+01  0.743024E+00  0.135080E+03  0.100000E+01  0.108895E+03  0.975321E-01 -0.970225E+02  0.218254E+00  0.973377E+02  0.541372E+00 -0.170736E+03  0.193649E-01 -0.299380E+02  0.389912E-01  0.975607E+02  0.523458E-01  0.140164E+03  0.230422E-02 -0.178559E+03  0.902176E-02  0.891077E+02  0.122471E-02 -0.948971E+01  0.275644E-05 -0.113524E+03  0.341385E-05 -0.544554E+02  0.133316E-03  0.935143E+02  0.384967E+00  0.178233E+03  0.330029E+00  0.128027E+03  0.100000E+01  0.157118E+03  0.130645E+00  0.814707E+02  0.100306E+00  0.115548E+03  0.530814E+00 -0.130041E+03  0.230646E-01  0.151659E+03  0.178234E-01  0.893630E+02  0.529553E-01 -0.171061E+03  0.152306E-03 -0.106829E+03  0.104130E+00  0.845982E+02  0.826889E-05 -0.846363E+02  0.592898E-07 -0.967916E+02  0.281042E-05 -0.926855E+02  0.179145E-06  0.783316E+02  0.204721E-02 -0.932036E+02  0.133244E+00  0.866928E+02  0.128699E+00 -0.801756E+02  0.825268E-01 -0.931843E+02  0.997066E+00 -0.508534E+01  0.100000E+01 -0.176908E+03  0.639226E-03  0.873398E+02  0.893957E-02  0.160864E+03  0.905085E-02 -0.114503E+02  0.512815E-01  0.719978E+02  0.122394E-03 -0.681203E+02  0.157337E-02 -0.916070E+02  0.213991E-05  0.798941E+02  0.652862E-07 -0.903326E+02  0.363579E-04 -0.114731E+03  0.204615E+00  0.671527E+02  0.944715E-01  0.170044E+03  0.926936E-01  0.538114E+01  0.152433E-01 -0.116292E+03  0.997869E+00  0.873009E+02  0.100000E+01 -0.894843E+02  0.413916E-02  0.682669E+02  0.822208E-02 -0.103028E+03  0.865200E-02  0.791213E+02  0.850624E-01  0.103841E+03  0.243524E-03  0.107421E+03  0.138856E-02  0.869058E+02  0.166243E-05  0.114483E+03  0.701158E-07  0.907085E+02  0.539938E-04 -0.838159E+02  0.491792E+00  0.102377E+03  0.324671E-01 -0.951370E+02  0.415058E-02 -0.145264E+02  0.367956E-01 -0.816876E+02  0.998555E+00 -0.934065E+02  0.100000E+01  0.913505E+02  0.106176E-01  0.103819E+03  0.732363E-02  0.912825E+02  0.815828E-02 -0.854029E+02  0.391411E-03 -0.172902E+03  0.227186E-01  0.793844E+02  0.538489E-06 -0.113231E+03  0.919211E-07  0.950307E+02  0.124007E-06  0.904104E+02  0.179232E-05 -0.335269E+02  0.539734E-01 -0.915922E+02  0.370515E-01  0.169363E+03  0.375702E-01  0.501893E+01  0.100000E+01 -0.908849E+02  0.703212E+00  0.170362E+03  0.707189E+00  0.709577E+01  0.574672E-02  0.901556E+02  0.405188E-02 -0.889567E+01  0.405973E-02 -0.173553E+03  0.703319E-03  0.105208E+03  0.577031E-01 -0.899741E+02  0.293732E-05 -0.793710E+02  0.141127E-06 -0.882508E+02  0.136451E-05  0.959600E+02  0.146950E-05 -0.645572E+02  0.240802E-01 -0.996871E+02  0.775585E-01 -0.313445E+02  0.719195E-01  0.146559E+03  0.451576E+00 -0.987040E+02  0.100000E+01 -0.297392E+01  0.999247E+00 -0.179655E+03  0.251886E-02  0.821376E+02  0.509362E-02 -0.172369E+03  0.535012E-02  0.108708E+02  0.576749E-01  0.861395E+02  0.754181E-03  0.932928E+02  0.143905E-02 -0.890219E+02  0.491870E-05  0.944407E+02  0.617501E-06  0.980783E+02  0.616567E-03 -0.896138E+02  0.100000E+01 -0.924821E+02  0.193344E+00 -0.146936E+03  0.194282E+00  0.234078E+02  0.127257E+00  0.888808E+02  0.304731E+00 -0.877493E+02  0.307842E+00  0.906374E+02  0.424466E-01 -0.901124E+02  0.683477E-02 -0.151916E+03  0.722628E-02  0.120603E+02  0.778038E-02 -0.865257E+02  0.108462E-01  0.823231E+02  0.393043E-03 -0.900885E+02  0.105184E-05  0.913591E+02  0.103170E-04  0.888777E+02  0.526518E-04  0.990570E+02  0.591585E-01  0.976434E+02  0.100000E+01 -0.978817E+02  0.980146E+00  0.838886E+02  0.213960E-02 -0.492605E+02  0.948673E-01  0.652461E+02  0.104235E+00 -0.107495E+03  0.322783E-02  0.995337E+02  0.553037E-01 -0.959461E+02  0.543565E-01  0.825106E+02  0.146958E-01  0.890958E+02  0.441539E-02  0.865919E+02  0.344092E-03  0.820291E+02  0.722201E-05 -0.906019E+02  0.152050E-05  0.920631E+02  0.663877E-04 -0.836858E+02  0.722449E-01 -0.850149E+02  0.100000E+01 -0.854971E+01  0.974325E+00  0.173150E+03  0.154869E-01  0.942701E+02  0.175544E+00  0.148928E+03  0.187701E+00 -0.273313E+02  0.417053E-02 -0.834150E+02  0.565030E-01 -0.740917E+01  0.552347E-01  0.170971E+03  0.419047E-01 -0.898694E+02  0.102895E-02 -0.952101E+02  0.418648E-02 -0.893497E+02  0.378671E-05  0.902212E+02  0.130785E-05 -0.834405E+02  0.268533E-03  0.953145E+02  0.235732E+00  0.937453E+02  0.167806E+00  0.190964E+02  0.200838E+00 -0.159384E+03  0.634258E-01 -0.875391E+02  0.993241E+00 -0.963841E+02  0.100000E+01  0.843714E+02  0.179353E-01  0.957796E+02  0.241054E-01  0.423686E+02  0.251951E-01 -0.140760E+03
