 -0.502379E-02  0.108331E+01
 -0.506227E-02  0.109290E+01
 -0.948258E-02  0.234793E+01
 -0.174569E-01  0.333667E+01
 -0.196883E-01  0.361694E+01
 -0.193766E-01  0.381156E+01
 -0.224965E-01  0.368834E+01
 -0.250253E-01  0.514444E+01
 -0.439823E+01  0.375405E+01
 -0.439823E+01  0.448709E+01
 -0.439823E+01  0.522013E+01
 -0.152680E+00  0.708390E+01
 -0.160700E+00  0.775545E+01
 -0.162935E+00  0.814724E+01
 -0.126522E+00  0.944660E+01
 -0.160279E+00  0.979835E+01
 -0.237208E+00  0.120298E+02
 -0.187332E+00  0.126580E+02
 -0.204414E+00  0.140875E+02
 -0.270408E+00  0.146528E+02
 -0.836275E+00  0.168511E+02
 -0.498703E+00  0.183498E+02
 -0.101503E+01  0.195359E+02
 -0.123690E+01  0.197189E+02
 -0.689325E+00  0.216732E+02
 -0.120313E+01  0.254150E+02
 -0.280952E+01  0.266913E+02
 -0.383410E+00  0.267149E+02
 -0.278200E+00  0.271643E+02
 -0.966274E+00  0.266317E+02
 -0.102093E+01  0.281760E+02
 -0.431046E+00  0.281381E+02
 -0.142063E+01  0.297708E+02
 -0.128250E+01  0.299743E+02
 -0.150211E+01  0.325790E+02
 -0.381824E+01  0.363758E+02
 -0.542361E+01  0.382621E+02
 -0.298127E+01  0.423574E+02
 -0.370578E+01  0.423868E+02
 -0.338158E+01  0.431290E+02
 -0.256985E+01  0.446916E+02
 -0.250273E+01  0.462552E+02
 -0.258890E+01  0.476764E+02
 -0.106570E+01  0.498887E+02
 -0.112639E+01  0.493924E+02
 -0.113272E+01  0.508329E+02
 -0.604905E+01  0.559727E+02
 -0.405394E+01  0.570407E+02
 -0.106408E+02  0.570770E+02
 -0.629483E+01  0.580796E+02
 -0.100257E+01  0.600917E+02
 -0.398017E+01  0.605690E+02
 -0.119910E+02  0.607920E+02
 -0.523399E+01  0.679360E+02
 -0.510287E+01  0.664529E+02
 -0.479004E+01  0.688060E+02
 -0.585406E+01  0.695196E+02
 -0.554258E+01  0.714067E+02
 -0.225738E+02  0.745890E+02
 -0.449653E+01  0.765040E+02
 -0.459290E+01  0.778181E+02
 -0.392869E+01  0.775172E+02
 -0.267346E+02  0.824013E+02
 -0.828416E+01  0.830622E+02
 -0.981413E+01  0.840545E+02
 -0.100391E+02  0.854607E+02
 -0.815157E+01  0.860140E+02
 -0.378505E+02  0.910687E+02
 -0.931633E+01  0.911404E+02
 -0.946602E+01  0.926150E+02
 -0.121208E+02  0.100713E+03
 -0.132817E+02  0.100531E+03
 -0.526111E+02  0.101509E+03
 -0.138140E+02  0.102125E+03
 -0.533150E+01  0.102016E+03
 -0.539956E+01  0.103463E+03
 -0.520413E+01  0.102881E+03
 -0.590872E+02  0.106894E+03
 -0.135458E+02  0.110224E+03
 -0.157418E+02  0.117358E+03
 -0.173414E+02  0.117790E+03
 -0.159048E+02  0.118850E+03
 -0.166121E+02  0.118628E+03
 -0.178617E+02  0.119371E+03
 -0.145394E+01  0.122221E+03
 -0.822017E+01  0.130200E+03
 -0.813256E+01  0.128747E+03
 -0.803350E+01  0.129531E+03
 -0.235258E+02  0.133882E+03
 -0.219200E+02  0.135491E+03
 -0.227521E+02  0.134994E+03
 -0.229356E+02  0.136521E+03
 -0.210481E+02  0.138185E+03
 -0.263312E+02  0.138904E+03
 -0.299473E+02  0.140123E+03
 -0.240872E+02  0.145421E+03
 -0.242792E+02  0.146883E+03
