 -0.505023E-02  0.108499E+01
 -0.506014E-02  0.109470E+01
 -0.977816E-02  0.278152E+01
 -0.162765E-01  0.310003E+01
 -0.167597E-01  0.324311E+01
 -0.274988E-01  0.362681E+01
 -0.208288E-01  0.425747E+01
 -0.219803E-01  0.447769E+01
 -0.439823E+01  0.438237E+01
 -0.439823E+01  0.448709E+01
 -0.439823E+01  0.459181E+01
 -0.185898E+00  0.721458E+01
 -0.120202E+00  0.765537E+01
 -0.157894E+00  0.812628E+01
 -0.131566E+00  0.926994E+01
 -0.169656E+00  0.953263E+01
 -0.238768E+00  0.119888E+02
 -0.194568E+00  0.132160E+02
 -0.197187E+00  0.134554E+02
 -0.252701E+00  0.146209E+02
 -0.831319E+00  0.166748E+02
 -0.496761E+00  0.181937E+02
 -0.106452E+01  0.195484E+02
 -0.122033E+01  0.196740E+02
 -0.675091E+00  0.214768E+02
 -0.121822E+01  0.253816E+02
 -0.275041E+01  0.266692E+02
 -0.398666E+00  0.270287E+02
 -0.277072E+00  0.270923E+02
 -0.849734E+00  0.272491E+02
 -0.119885E+01  0.274120E+02
 -0.362473E+00  0.276908E+02
 -0.148991E+01  0.297144E+02
 -0.127473E+01  0.297956E+02
 -0.146701E+01  0.323492E+02
 -0.381028E+01  0.363448E+02
 -0.540574E+01  0.382223E+02
 -0.298850E+01  0.422710E+02
 -0.373780E+01  0.425275E+02
 -0.347545E+01  0.428450E+02
 -0.249481E+01  0.445015E+02
 -0.251335E+01  0.466762E+02
 -0.257259E+01  0.470463E+02
 -0.106870E+01  0.498421E+02
 -0.123834E+01  0.499164E+02
 -0.101505E+01  0.502230E+02
 -0.618918E+01  0.559846E+02
 -0.405829E+01  0.569100E+02
 -0.106518E+02  0.571195E+02
 -0.613165E+01  0.578115E+02
 -0.102419E+01  0.601120E+02
 -0.394664E+01  0.603696E+02
 -0.120105E+02  0.607967E+02
 -0.518651E+01  0.671993E+02
 -0.517149E+01  0.670183E+02
 -0.481555E+01  0.687004E+02
 -0.602896E+01  0.696807E+02
 -0.544554E+01  0.710497E+02
 -0.225739E+02  0.745880E+02
 -0.425688E+01  0.770364E+02
 -0.474486E+01  0.771512E+02
 -0.390554E+01  0.774425E+02
 -0.267345E+02  0.824015E+02
 -0.831896E+01  0.829588E+02
 -0.973279E+01  0.844779E+02
 -0.102029E+02  0.848550E+02
 -0.811482E+01  0.858865E+02
 -0.378505E+02  0.910686E+02
 -0.938184E+01  0.916979E+02
 -0.939700E+01  0.918687E+02
 -0.121415E+02  0.100609E+03
 -0.132019E+02  0.100814E+03
 -0.526104E+02  0.101508E+03
 -0.139355E+02  0.101644E+03
 -0.535647E+01  0.102608E+03
 -0.534886E+01  0.102779E+03
 -0.518889E+01  0.102834E+03
 -0.590865E+02  0.106893E+03
 -0.135465E+02  0.110116E+03
 -0.158193E+02  0.117848E+03
 -0.172625E+02  0.118091E+03
 -0.158414E+02  0.118176E+03
 -0.166374E+02  0.118526E+03
 -0.179656E+02  0.118865E+03
 -0.145411E+01  0.122221E+03
 -0.816786E+01  0.129524E+03
 -0.816520E+01  0.129334E+03
 -0.801949E+01  0.129485E+03
 -0.235120E+02  0.133888E+03
 -0.219834E+02  0.135398E+03
 -0.228711E+02  0.135552E+03
 -0.228252E+02  0.135796E+03
 -0.210547E+02  0.138083E+03
 -0.262356E+02  0.138964E+03
 -0.300427E+02  0.140028E+03
 -0.243098E+02  0.145902E+03
 -0.240626E+02  0.146200E+03
 -0.990551E+02  0.151073E+03
 -0.307886E+02  0.155326E+03
 -0.284757E+02  0.155869E+03
 -0.294617E+02  0.155931E+03
 -0.119034E+02  0.156400E+03
 -0.118979E+02  0.156614E+03
 -0.117400E+02  0.156569E+03
 -0.304401E+02  0.164709E+03
 -0.357148E+02  0.173012E+03
 -0.351793E+02  0.173008E+03
 -0.355968E+02  0.176343E+03
 -0.371681E+02  0.177446E+03
 -0.361469E+02  0.178050E+03
 -0.249567E+01  0.179563E+03
 -0.165576E+02  0.183425E+03
 -0.163099E+02  0.183534E+03
 -0.165103E+02  0.183621E+03
 -0.431557E+02  0.193091E+03
 -0.471059E+02  0.195765E+03
 -0.460717E+02  0.196395E+03
 -0.449790E+02  0.198870E+03
 -0.485786E+02  0.205525E+03
 -0.482145E+02  0.205635E+03
 -0.225203E+02  0.210515E+03
 -0.222488E+02  0.210562E+03
 -0.224657E+02  0.210679E+03
 -0.564968E+02  0.218026E+03
 -0.544060E+02  0.218234E+03
 -0.549294E+02  0.218371E+03
 -0.575855E+02  0.224220E+03
 -0.641916E+02  0.234706E+03
 -0.640956E+02  0.234864E+03
 -0.736885E+02  0.236501E+03
 -0.735511E+02  0.236932E+03
 -0.735368E+02  0.237027E+03
 -0.354062E+01  0.238800E+03
 -0.297229E+02  0.239798E+03
 -0.293871E+02  0.239846E+03
 -0.296223E+02  0.239945E+03
 -0.758188E+02  0.251949E+03
 -0.742006E+02  0.253259E+03
 -0.712958E+02  0.256739E+03
 -0.630304E+02  0.260367E+03
 -0.399592E+02  0.267453E+03
