 (6.033137906342744827e-04+1.444539334625005765e-03j)  (-7.775311823934317448e-05+6.374791264533996853e-05j)  (-2.711986307986080714e-05+5.282745114527643133e-05j)
 (1.075388677418232007e-03+2.547172456979751674e-03j)  (-9.454839746467769688e-05+7.828900706954301217e-05j)  (-3.397022082936019112e-05+6.422575679607689923e-05j)
 (1.639924198389053518e-03+3.834038972854614258e-03j)  (-1.142535358667373684e-04+8.780901553109289029e-05j)  (-3.928241203539073874e-05+7.809419766999781674e-05j)
 (2.268073335289955313e-03+5.211571604013443340e-03j)  (-1.358355977572500868e-04+9.030192159116269242e-05j)  (-4.246276803314686093e-05+9.520030580461025509e-05j)
 (2.923009172081947500e-03+6.551513075828552767e-03j)  (-1.607177080586552728e-04+8.255785796791316163e-05j)  (-4.283726448193193024e-05+1.185059780254960169e-04j)
 (3.549724444746971217e-03+7.648293673992157676e-03j)  (-1.904348842799663761e-04+5.755943129770457745e-05j)  (-3.871172666549682753e-05+1.523703802376985658e-04j)
 (4.065082222223281687e-03+8.184676617383956562e-03j)  (-2.242057351395487894e-04+8.047097799135371704e-06j)  (-2.826775598805397952e-05+1.986636081710457964e-04j)
 (4.352502152323723360e-03+7.687113434076309378e-03j)  (-2.694520633667707552e-04-8.071362972259522026e-05j)  (-8.576050458941609684e-06+2.654344309121370207e-04j)
 (4.312622174620628183e-03+5.717036128044129112e-03j)  (-3.137191757559776523e-04-1.868077320978045680e-04j)  (1.451970310881733928e-05+3.347275080159306960e-04j)
 (4.117094725370409533e-03+3.689217939972878890e-03j)  (-3.367270343005656871e-04-1.868077320978045680e-04j)  (1.451970310881733928e-05+3.347275080159306960e-04j)
