 (5.653468426316976981e-04-5.298468749970197678e-05j)  (2.109657725668512454e-06-2.462002157699316740e-06j)  (-2.736257738433778286e-05+2.131735673174262047e-04j)
 (1.052460726350545970e-03-9.629359701648355343e-05j)  (2.566690636740531942e-06-3.175127858412452042e-06j)  (-3.659658832475542887e-05+2.593174111098051180e-04j)
 (1.681819558143615723e-03-1.498907222412526608e-04j)  (3.103191920672543432e-06-3.814970841631293127e-06j)  (-4.621876287274062905e-05+3.155354410409927693e-04j)
 (2.458738163113594055e-03-2.122686710208654404e-04j)  (3.691128586069681004e-06-4.336080019129440527e-06j)  (-5.624606856144965237e-05+3.849691944196820476e-04j)
 (3.396982699632645000e-03-2.814601641148328673e-04j)  (4.369371526991016993e-06-4.704490129370242865e-06j)  (-6.767653394490480423e-05+4.796848166733980396e-04j)
 (4.525315389037132610e-03-3.542281920090317726e-04j)  (5.179904110264033757e-06-4.785091368830763312e-06j)  (-8.154361275956035202e-05+6.174640264362097437e-04j)
 (5.876811221241950989e-03-4.243595991283655383e-04j)  (6.101568214944563975e-06-4.336698111728765070e-06j)  (-9.754617349244654179e-05+8.059997111558915052e-04j)
 (7.498201727867127159e-03-4.813124891370535222e-04j)  (7.337152055697515607e-06-2.980130921059753830e-06j)  (-1.176569145172834478e-04+1.078190375119447795e-03j)
 (9.409766644239425659e-03-5.124207586050033352e-04j)  (8.546745812054723840e-06-9.293481525673997504e-07j)  (-1.368501456454396302e-04+1.360950432717800270e-03j)
 (1.074068099260330755e-02-5.155213642865427845e-04j)  (9.175829472951588643e-06-9.293481525673997504e-07j)  (-1.368501456454396302e-04+1.360950432717800270e-03j)
