 (-4.640996456146240343e-04+1.635766923427581926e-02j)  (8.651351527078076858e-06+8.023654110729694800e-04j)  (2.276319719385355711e-05+2.465414581820368767e-06j)
 (-8.709838613867760138e-04+3.069967329502105990e-02j)  (1.052912775776349042e-05+1.084194052964448929e-03j)  (3.075840650126338141e-05+3.000106880790554326e-06j)
 (-1.402617432177066803e-03+4.943918883800507008e-02j)  (1.273410744033753974e-05+1.384309213608503515e-03j)  (3.927169891539961235e-05+3.652045052149333060e-06j)
 (-2.066445536911487579e-03+7.283912301063537320e-02j)  (1.515130279585719244e-05+1.702271029353141871e-03j)  (4.829032986890524897e-05+4.457870090845972300e-06j)
 (-2.876451052725315354e-03+1.013930559158325306e-01j)  (1.794077397789806263e-05+2.065412327647209254e-03j)  (5.858895601704717225e-05+5.557921394938603213e-06j)
 (-3.856682404875755484e-03+1.359500050544738825e-01j)  (2.127553452737629549e-05+2.493228763341903687e-03j)  (7.071919390000402927e-05+7.159172673709691079e-06j)
 (-5.025766417384148164e-03+1.771685361862182784e-01j)  (2.506891905795782804e-05+2.944878302514553070e-03j)  (8.352094446308911660e-05+9.351615881314501505e-06j)
 (-6.393770128488540996e-03+2.254067897796631081e-01j)  (3.015614056494087252e-05+3.409748151898384268e-03j)  (9.668958955444395542e-05+1.251863868674263426e-05j)
 (-7.922543585300445904e-03+2.793234348297119474e-01j)  (3.513818082865327461e-05+3.704684972763061697e-03j)  (1.050332677550613907e-04+1.581062533659860695e-05j)
 (-8.924663811922077528e-03+3.146715641021730070e-01j)  (3.773019998334422876e-05+3.704684972763061697e-03j)  (1.050332677550613907e-04+1.581062533659860695e-05j)
