 (1.058238931000232827e-03+1.290921308100223715e-03j)  (5.450934258988127621e-06+6.006322801113128798e-05j)  (-4.759489092975854874e-05-5.136189065524377437e-06j)
 (1.886943168938159986e-03+2.347803860902786428e-03j)  (6.631372525589540770e-06+7.759899599477649277e-05j)  (-5.950900958850979805e-05-6.247068813536316834e-06j)
 (2.874903939664363948e-03+3.658930212259292949e-03j)  (8.016879291972145438e-06+9.357852977700532296e-05j)  (-6.837621331214905598e-05-7.600030949106440287e-06j)
 (3.963579609990120108e-03+5.192409083247185447e-03j)  (9.535003482596949759e-06+1.071171602234244374e-04j)  (-7.270848145708441463e-05-9.270501323044300079e-06j)
 (5.069487914443016226e-03+6.910697370767594078e-03j)  (1.128604781115427681e-05+1.179515267722308663e-04j)  (-7.021810743026436188e-05-1.154850906459614635e-05j)
 (6.051002815365792015e-03+8.758482336997986534e-03j)  (1.337831199634820358e-05+1.240325276739895398e-04j)  (-5.543753504753113335e-05-1.486132969148457118e-05j)
 (6.670221686363220215e-03+1.063077151775360107e-02j)  (1.575707865413278274e-05+1.212603296153247411e-04j)  (-2.146816696040332588e-05-1.939342764671892199e-05j)
 (6.544121354818344810e-03+1.235912665724754438e-02j)  (1.894558372441679375e-05+1.045276876538991928e-04j)  (4.525666299741715464e-05-2.593491808511316776e-05j)
 (5.268830433487892671e-03+1.374686062335968122e-02j)  (2.206653443863615665e-05+7.719942950643599575e-05j)  (1.310596591793000861e-04-3.272870380897074802e-05j)
 (3.811968117952348190e-03+1.439564377069473856e-02j)  (2.368941932218150321e-05+7.719942950643599575e-05j)  (1.310596591793000861e-04-3.272870380897074802e-05j)
