 (9.693294763565063477e-03+1.092950813472271210e-04j)  (8.249427082773762416e-07+4.333828837843613700e-06j)  (-4.035247955471277345e-04+4.414686933159828403e-04j)
 (1.650735139846801897e-02+1.825925894081592993e-04j)  (9.752789082995148121e-07+4.974273178959267215e-06j)  (-4.655416589230299430e-04+5.357222631573677280e-04j)
 (2.388447970151901315e-02+2.610281342640519793e-04j)  (1.151343803940107749e-06+5.024166239309126512e-06j)  (-4.790516104549169540e-04+6.499039009213447571e-04j)
 (3.098454177379608362e-02+3.343755612149835934e-04j)  (1.343821622867835474e-06+4.367377187008971180e-06j)  (-4.348145797848701802e-04+7.901316508650779941e-04j)
 (3.680726289749145647e-02+3.902554279193283320e-04j)  (1.565306592965498397e-06+2.794186366372742521e-06j)  (-3.175757825374603488e-04+9.803966619074345936e-04j)
 (4.005784392356873114e-02+4.121872596442700625e-04j)  (1.829332904890179465e-06-9.170989301310229039e-09j)  (-1.055791857652366216e-04+1.255852449685335203e-03j)
 (3.937122821807861883e-02+3.819392062723637495e-04j)  (2.128813321178312921e-06-3.942313560401089998e-06j)  (1.866428065113723278e-04+1.631157658994198019e-03j)
 (3.360850811004639088e-02+2.819394459947944663e-04j)  (2.529345874791032888e-06-9.013412636704746297e-06j)  (5.416243337094784433e-04+2.170791290700435552e-03j)
 (2.320332378149032870e-02+1.118288841098547443e-04j)  (2.920500628533772616e-06-1.312176755163818937e-05j)  (7.866288535296917395e-04+2.728931233286857692e-03j)
 (1.532785445451736832e-02-2.041619009105594910e-05j)  (3.123432907159436238e-06-1.312176755163818937e-05j)  (7.866288535296917395e-04+2.728931233286857692e-03j)
