 (-1.786849647760391235e-02-4.935275763273239786e-04j)  (-2.448361556162126468e-07-2.421499084448441863e-05j)  (8.769492618739605817e-04+9.187314426526427811e-05j)
 (-3.354603052139282227e-02-9.263996034860610962e-04j)  (-2.979831833727076036e-07-3.272985049989074740e-05j)  (1.185507792979478879e-03+1.117984415031969601e-04j)
 (-5.404120087623596330e-02-1.492191664874553767e-03j)  (-3.603918230510316789e-07-4.180512041784822941e-05j)  (1.514532789587974722e-03+1.360929687507450526e-04j)
 (-7.965007424354553223e-02-2.198988199234008876e-03j)  (-4.288062882551457733e-07-5.143019952811301297e-05j)  (1.863736845552921469e-03+1.661222311668098081e-04j)
 (-1.109259009361267118e-01-3.061909414827823812e-03j)  (-5.077591595181729433e-07-6.243840325623751229e-05j)  (2.263502590358257207e-03+2.071159658953547586e-04j)
 (-1.488209605216979925e-01-4.107003659009933992e-03j)  (-6.021434273861814926e-07-7.543240790255368569e-05j)  (2.736039273440838120e-03+2.667872235178947774e-04j)
 (-1.940919280052185170e-01-5.354678258299827576e-03j)  (-7.095089586073300717e-07-8.918958483263851025e-05j)  (3.237444162368774588e-03+3.484895918518305150e-04j)
 (-2.471866607666015625e-01-6.816659122705459595e-03j)  (-8.534963853890076915e-07-1.034189248457551057e-04j)  (3.758074343204498378e-03+4.665103275328874805e-04j)
 (-3.066894054412842019e-01-8.453187346458435752e-03j)  (-9.945053534465841525e-07-1.125428709201514748e-04j)  (4.094723984599113811e-03+5.891882348805666404e-04j)
 (-3.457885742187501443e-01-9.527457505464558690e-03j)  (-1.067868743120948244e-06-1.125428709201514748e-04j)  (4.094723984599113811e-03+5.891882348805666404e-04j)
