 (1.361488550901413137e-03-6.442529615014792356e-04j)  (1.063871968653984368e-05-2.832436002790928158e-05j)  (-6.154493312351406434e-05+4.124059341847896576e-05j)
 (2.434350736439228231e-03-1.133647188544273507e-03j)  (1.294039248023182154e-05-3.466879716143012182e-05j)  (-7.746760384179652008e-05+5.013755289837718552e-05j)
 (3.725221380591392517e-03-1.702421344816684723e-03j)  (1.564077974762767486e-05-3.868119965773076226e-05j)  (-9.027734631672501564e-05+6.096195429563522474e-05j)
 (5.175669491291046836e-03-2.307203784584999258e-03j)  (1.859830808825790882e-05-3.943669144064188410e-05j)  (-9.881171863526106694e-05+7.431261474266648293e-05j)
 (6.713909655809402986e-03-2.888312377035618089e-03j)  (2.200797171099111506e-05-3.541705664247274534e-05j)  (-1.020253170281648690e-04+9.250082657672465390e-05j)
 (8.237406611442565918e-03-3.349844366312026978e-03j)  (2.608009090181440386e-05-2.334651799174025655e-05j)  (-9.701011003926396370e-05+1.189279952086508355e-04j)
 (9.594546258449555831e-03-3.544227406382560903e-03j)  (3.070755628868937763e-05+1.144829070653939349e-07j)  (-8.065379806794227254e-05+1.550528337247669914e-04j)
 (1.058346852660179208e-02-3.251129016280174429e-03j)  (3.690728335641324791e-05+4.185771977063268559e-05j)  (-4.887992399744689871e-05+2.071551978588104356e-04j)
 (1.104659885168075666e-02-2.266977727413177750e-03j)  (4.297267587389797379e-05+9.161406196653843468e-05j)  (-1.267840852960944311e-05+2.612233161926269748e-04j)
 (1.107379496097565287e-02-1.278471574187279528e-03j)  (4.612508055288346519e-05+9.161406196653843468e-05j)  (-1.267840852960944311e-05+2.612233161926269748e-04j)
