 (5.255212890915573727e-05-1.815349310636520455e-02j)  (2.476321998983621489e-04-7.498442661017179706e-04j)  (-2.082984792650677687e-06+4.551493475446478379e-06j)
 (8.802227675914765488e-05-3.080264329910278528e-02j)  (3.006723476573825208e-04-8.608821779489517862e-04j)  (-2.430897075100802393e-06+5.525089727598243648e-06j)
 (1.267226180061698231e-04-4.440056979656219899e-02j)  (3.627994097769260623e-04-8.764297701418400244e-04j)  (-2.515438973205164414e-06+6.705146370222794062e-06j)
 (1.640835893340409127e-04-5.728438496589660645e-02j)  (4.307242110371589986e-04-7.762875407934189060e-04j)  (-2.284742549818475223e-06+8.155139221344145185e-06j)
 (1.946321106515825445e-04-6.741690635681152344e-02j)  (5.088888108730316813e-04-5.242641549557447217e-04j)  (-1.652665559959132648e-06+1.012349894153885781e-05j)
 (2.112000482156873400e-04-7.203848361968993863e-02j)  (6.020660046488047297e-04-6.388865294866263595e-05j)  (-4.914099463348976040e-07+1.297443232033401999e-05j)
 (2.060278551653028131e-04-6.798887252807617188e-02j)  (7.077500689774752531e-04+5.977578461170197401e-04j)  (1.138618517870782197e-06+1.686033210717141899e-05j)
 (1.721771201118827083e-04-5.203311443328857699e-02j)  (8.490835316479206085e-04+1.478229463100433393e-03j)  (3.181314605171792971e-06+2.244976058136672188e-05j)
 (1.109011820517480672e-04-2.363762557506561557e-02j)  (9.870916604995728406e-04+2.227992750704288483e-03j)  (4.697799158748239956e-06+2.823318354785443165e-05j)
 (6.361766718327950055e-05-1.025336142629385038e-03j)  (1.058680843561888088e-03+2.227992750704288483e-03j)  (4.697799158748239956e-06+2.823318354785443165e-05j)
